Company_name,City,Country,Business,Products,Tags,Fax,Telephone,Email,Web_Site,WhatsApp,Mobile,Linkedin
CERES AGRICOLA S.r.l. Az. Agr.,Palagiano, Italy,['Exporter - Exporter'],"[{'Apricots': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Watermelons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Cauliflowers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Apricots', 'Watermelons', 'Cauliflowers', 'Conventional farming', 'Grapes']",+390998885618,+390998884363,info@latorrata.com,www.latorrata.com,-,+393922116708,-
CERVATI IMPORT-EXPORT S.r.l.,Villadose, Italy,"['Exporter - Exporter', 'Importer - Importer', 'Wholesaler - Wholesale']","[{'Garlic': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}]","['Garlic', 'Organic farming', 'Conventional farming']",+390425405003,+390425405641,info@cervati.it,www.cervati.it,-,-,-
CO.RA. S.r.l.,Mazzarrone, Italy,['Exporter - Exporter'],"[{'Peaches': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Nectarines': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Conventional farming', 'Nectarines', 'Grapes']",+39093328490,+39093329133,info@corasrl.net,www.corasrl.net,-,+393357391744,-
COA S.r.l.,Scordia, Italy,['Exporter - Exporter'],"[{'Pears': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mandarins': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Oranges': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peaches': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Lemons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Cactus Figs': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Oranges', 'Citrons', 'Conventional farming', 'Cactus Figs', 'Lemons', 'Mandarins', 'Pears', 'Grapes']",+39095650531,+39095657270,coa@coa.it,www.coa.it,-,+39337951093,-
COLLE D'ORO O.P.,Ispica, Italy,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Melons': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Watermelons': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Potatoes': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Carrots': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Cherry tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Courgettes': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}]","['Watermelons', 'Carrots', 'Organic farming', 'Conventional farming', 'Melons', 'Potatoes', 'Tomatoes', 'Cherry tomatoes', 'Courgettes']",+3909321856172,+390932959413,info@colledoro.com,www.colledoro.com,-,+393356989598,-
COLLERONI S.r.l.,Pedagaggi, Italy,"['Exporter - Exporter', 'Wholesaler - Wholesale']","[{'Melons': {'Convention.': False, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Peaches': {'Convention.': False, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': False, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Watermelons': {'Convention.': False, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': False, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Citrus fruits', 'Watermelons', 'Integrated farming', 'Organic farming', 'Melons', 'Grapes']",+390958880504,+390959515360,info@colleroni.it,www.colleroni.it,-,+393357595832,-
CONSORZIO SIBARIT O.P.,Castrovillari, Italy,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Apricots': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pears': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Clementines': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Oranges': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peaches': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Nectarines': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Plums': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Apricots', 'Oranges', 'Clementines', 'Integrated farming', 'Nectarines', 'Pears', 'Plums', 'Grapes']",-,-,info@opsibarit.it,-,-,-,-
COOPERATIVA FRUTTICOLTORI FRIULANI,Spilimbergo, Italy,['Exporter - Exporter'],"[{'Apples': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pears': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Apples', 'Pears']",+39042750449,+3904272637,amministrazione1@friulfruct.com,www.friulfruct.com,-,-,-
COOPERATIVA FRUTTUNION S.c. a r.l.,Terlano, Italy,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Apples': {'Convention.': False, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Pears': {'Convention.': False, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}]","['Integrated farming', 'Organic farming', 'Apples', 'Pears']",+390471258314,+390471258190,fruttunion@dnet.it,www.fruttunion.com,-,-,-
COOPERATIVA JOLLY S.c.a r.l.,Verzuolo, Italy,['Exporter - Exporter'],"[{'Apples': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Kiwi': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peaches': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Nectarines': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Plums': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Conventional farming', 'Kiwi', 'Apples', 'Nectarines', 'Plums']",+39017586072,+39017585572,jfruit@tiscali.it,-,-,+393355266928,-
COOPERATIVA LAVORATORI SANTA MARIANNA Soc. Coop.,Palermo, Italy,['Exporter - Exporter'],"[{'Potatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Carrots': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Garlic': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Red Chicory': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Garlic', 'Carrots', 'French endive', 'Onions', 'Conventional farming', 'Potatoes', 'Red Chicory']",+390916142158,+39091492981,info@santamarianna.it,www.santamarianna.it,-,+393357892034,-
COOPERATIVA ORTOFRUTTICOLA AGRUMARIA BRUZIA COAB,Cantinella di Corigliano, Italy,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Citrus fruits': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Integrated farming', 'Conventional farming']",+39098380744,+39098380740,info@coab.it,www.coab.it,-,+393381616125,-
COOPERATIVA SACOOP,Savigliano, Italy,['Exporter - Exporter'],"[{'Apples': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pears': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Kiwi': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peaches': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Nectarines': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Bilberries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Cauliflowers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Aubergines': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peppers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Courgettes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Cauliflowers', 'Conventional farming', 'Kiwi', 'Aubergines', 'Apples', 'Bilberries', 'Nectarines', 'Peppers', 'Pears', 'Tomatoes', 'Courgettes']",+390172712092,+390172712677,sacoop@hotmail.it,-,-,+393357049643,-
D'AVINO BALDASSARRE S.p.A.,Somma Vesuviana, Italy,['Exporter - Exporter'],"[{'Apples': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Strawberries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Kiwi': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peaches': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Nectarines': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Walnuts': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Hazelnuts': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Salads': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Conventional farming', 'Strawberries', 'Salads', 'Kiwi', 'Apples', 'Nectarines', 'Hazelnuts', 'Walnuts', 'Tomatoes']",+390818992943,+390818992281,-,-,-,-,-
D'AVINO BALDASSARRE S.p.A.,Bellizzi, Italy,['Exporter - Exporter'],"[{'Apples': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Strawberries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Kiwi': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peaches': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Nectarines': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Walnuts': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Hazelnuts': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Salads': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Conventional farming', 'Strawberries', 'Salads', 'Kiwi', 'Apples', 'Nectarines', 'Hazelnuts', 'Walnuts', 'Tomatoes']",+390828355126,+39082851388,davinobaldassarre@libero.it,www.davinospa.it,-,-,-
DANIELE F.LLI S.n.c. di GIANCARLO & GIULIANO,Padova, Italy,"['Exporter - Exporter', 'Wholesaler - Wholesale']",[],[],+390496988636,+390496988154,export@danielefrutta.com,-,-,-,-
ERMES S.n.c. di GIACOMO SUGLIA & F.LLI,Noicattaro, Italy,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Grapes': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Exotic fruits': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Integrated farming', 'Exotic fruits', 'Pulses', 'Vegetables', 'Grapes']",+390804796039,+390804796032,info@ermesfruit.com,www.ermesfruit.com,-,+393356973286,-
EUROFRUT S.p.A.,Terracina, Italy,['Exporter - Exporter'],[],[],+390773755388,+390773756216,latina@eurofrut.it,-,-,-,-
EXTRAFOOD INTERNATIONAL S.r.l.,Verona, Italy,"['Exporter - Exporter', 'Wholesaler - Wholesale']",[],[],+390458621072,+390458082890,riccardo.tarabella@extrafoodinternational.it,-,-,-,-
F.LLI RECCHIA S.r.l.,Fondi, Italy,"['Exporter - Exporter', 'Wholesaler - Wholesale']","[{'Apples': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pears': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Melons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peaches': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Citrus fruits', 'Conventional farming', 'Apples', 'Melons', 'Pears', 'Grapes']",+390771515398,+390771501340,info@fratellirecchia.it,www.fratellirecchia.it,-,-,-
FICHERA & TORRISI s.s.,Chiaramonte Gulfi, Italy,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Grapes']",+390932921707,+390932921182,info@ficheraetorrisi.it,www.ficheraetorrisi.it,-,+39337828159,-
FICHERA M. & SON Az. Agr. di FICHERA ROSARIO,Chiaramonte Gulfi, Italy,['Exporter - Exporter'],"[{'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Tomatoes', 'Grapes']",-,-,ficherason@virgilio.it,-,-,+393460147213,-
FRA.VA. S.r.l.,Rutigliano, Italy,['Exporter - Exporter'],"[{'Cherries': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Cherries', 'Integrated farming', 'Conventional farming', 'Grapes']",+390804762668,+390804770477,qualita@fravasrl.it,www.fravasrl.it,-,+393483736245,-
FRUDIS S.r.l.,Noicattaro, Italy,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Cherries': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Watermelons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Potatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Cauliflowers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Salads': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Watermelons', 'Cauliflowers', 'Cherries', 'Integrated farming', 'Conventional farming', 'Salads', 'Potatoes', 'Grapes']",+390804796627,+390804796625,info@frudis.it,www.frudis.it,-,+393483862596,-
FRUIT MODENA GROUP Soc. Coop. Agr.,Campogalliano, Italy,"['Exporter - Exporter', 'Fruit and Vegetable Processing - Fruit processing industry', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Apples': {'Convention.': True, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Pears': {'Convention.': True, 'Integrated': True, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Plums': {'Convention.': True, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Integrated farming', 'Organic farming', 'Conventional farming', 'Apples', 'Pears', 'Plums']",-,+390595222511,info@fruitmodena.it,www.fruitmodena.com,-,-,-
FRUIT MODENA GROUP Soc. Coop. Agr.,Rolo, Italy,['Exporter - Exporter'],[],[],+390522658317,+390522666524,-,-,-,-,-
